method,n,p,df,rho,SNR,rep,mse
LAD,50,25,10,0.8,5.0,15,24.821107699917118
LAD,50,25,10,0.8,5.0,16,23.57425057170368
LAD,50,25,10,0.8,5.0,17,38.60971461982394
LAD,50,25,10,0.8,5.0,18,22.724762678563703
LAD,50,25,10,0.8,5.0,19,20.253642491502116
Huber,50,25,10,0.8,5.0,0,17.19925181367113
Huber,50,25,10,0.8,5.0,1,84.69851957452754
Huber,50,25,10,0.8,5.0,2,38.78591975919024
Huber,50,25,10,0.8,5.0,3,28.53758495390765
Huber,50,25,10,0.8,5.0,4,35.519861855441356
Huber,50,25,10,0.8,5.0,5,18.64113336634538
Huber,50,25,10,0.8,5.0,6,5.541107772913134
Huber,50,25,10,0.8,5.0,7,16.82393345613158
Huber,50,25,10,0.8,5.0,8,4.848999920442823
Huber,50,25,10,0.8,5.0,9,7.023038916559673
Huber,50,25,10,0.8,5.0,10,26.34273171205255
Huber,50,25,10,0.8,5.0,11,8.221790853318959
Huber,50,25,10,0.8,5.0,12,44.59052480083297
Huber,50,25,10,0.8,5.0,13,9.676209351441978
Huber,50,25,10,0.8,5.0,14,6.6581672028498105
Huber,50,25,10,0.8,5.0,15,28.197706769076046
Huber,50,25,10,0.8,5.0,16,13.917320275099758
Huber,50,25,10,0.8,5.0,17,23.524249140528077
Huber,50,25,10,0.8,5.0,18,37.014140018838326
Huber,50,25,10,0.8,5.0,19,9.612126903761714
OLS,100,20,1,0.5,1.0,0,5.4325276264869835
OLS,100,20,1,0.5,1.0,1,29.735674157816533
OLS,100,20,1,0.5,1.0,2,3.2988036504722458
OLS,100,20,1,0.5,1.0,3,13.166933472616094
OLS,100,20,1,0.5,1.0,4,11.051292246916356
OLS,100,20,1,0.5,1.0,5,5.858537852247315
OLS,100,20,1,0.5,1.0,6,13.788782639412505
OLS,100,20,1,0.5,1.0,7,5.968852427849781
OLS,100,20,1,0.5,1.0,8,2.8037425758495162
OLS,100,20,1,0.5,1.0,9,9.84091396269031
OLS,100,20,1,0.5,1.0,10,11.260266195978371
OLS,100,20,1,0.5,1.0,11,6.569212926258525
OLS,100,20,1,0.5,1.0,12,3.829000098547964
OLS,100,20,1,0.5,1.0,13,3.1241163580928273
OLS,100,20,1,0.5,1.0,14,10.108180231835941
OLS,100,20,1,0.5,1.0,15,15.30636720766889
OLS,100,20,1,0.5,1.0,16,5.76804756446799
OLS,100,20,1,0.5,1.0,17,14.049473212800459
OLS,100,20,1,0.5,1.0,18,6.0504950815179965
OLS,100,20,1,0.5,1.0,19,8.60397696494296
LAD,100,20,1,0.5,1.0,0,22.721537741869106
LAD,100,20,1,0.5,1.0,1,11.22834695709869
LAD,100,20,1,0.5,1.0,2,16.15967456261221
LAD,100,20,1,0.5,1.0,3,21.104658362832506
LAD,100,20,1,0.5,1.0,4,25.05689329745141
LAD,100,20,1,0.5,1.0,5,13.471307561607718
LAD,100,20,1,0.5,1.0,6,21.576414545895442
LAD,100,20,1,0.5,1.0,7,24.88544524756069
LAD,100,20,1,0.5,1.0,8,23.280279206032024
LAD,100,20,1,0.5,1.0,9,9.674826023470535
LAD,100,20,1,0.5,1.0,10,19.818506930501357
LAD,100,20,1,0.5,1.0,11,19.92213841317566
LAD,100,20,1,0.5,1.0,12,18.655712056348165
LAD,100,20,1,0.5,1.0,13,18.743838147895794
LAD,100,20,1,0.5,1.0,14,38.81059627668855
LAD,100,20,1,0.5,1.0,15,26.92495290942316
LAD,100,20,1,0.5,1.0,16,11.57407438482554
LAD,100,20,1,0.5,1.0,17,21.64609790583447
LAD,100,20,1,0.5,1.0,18,22.43637819024564
LAD,100,20,1,0.5,1.0,19,34.53673577007422
Huber,100,20,1,0.5,1.0,0,1.2585308426341162
Huber,100,20,1,0.5,1.0,1,0.02587207422358459
Huber,100,20,1,0.5,1.0,2,0.06276865518800497
Huber,100,20,1,0.5,1.0,3,0.17256808516834093
Huber,100,20,1,0.5,1.0,4,0.25063819487007877
Huber,100,20,1,0.5,1.0,5,0.40122839123622306
Huber,100,20,1,0.5,1.0,6,0.011567797637489644
Huber,100,20,1,0.5,1.0,7,0.1312547280482729
Huber,100,20,1,0.5,1.0,8,0.0312642280932582
Huber,100,20,1,0.5,1.0,9,0.01366055512970181
Huber,100,20,1,0.5,1.0,10,0.8508962874774718
Huber,100,20,1,0.5,1.0,11,0.03138260395496416
Huber,100,20,1,0.5,1.0,12,0.07934083076003977
Huber,100,20,1,0.5,1.0,13,0.005634539924523009
Huber,100,20,1,0.5,1.0,14,0.22825154373574438
Huber,100,20,1,0.5,1.0,15,0.21112233396154187
Huber,100,20,1,0.5,1.0,16,0.020333047868767187
Huber,100,20,1,0.5,1.0,17,0.6670891610031893
Huber,100,20,1,0.5,1.0,18,0.100462454955187
Huber,100,20,1,0.5,1.0,19,8.849218793112387
OLS,100,20,1,0.5,3.0,0,2.097051107241263
OLS,100,20,1,0.5,3.0,1,2.0409744270912675
OLS,100,20,1,0.5,3.0,2,3.1468864662873592
OLS,100,20,1,0.5,3.0,3,3.149368858471249
OLS,100,20,1,0.5,3.0,4,2.6039283895321486
OLS,100,20,1,0.5,3.0,5,0.9986774903695887
OLS,100,20,1,0.5,3.0,6,1.6556110858235282
OLS,100,20,1,0.5,3.0,7,1.8113394377358185
OLS,100,20,1,0.5,3.0,8,3.0948143689162357
OLS,100,20,1,0.5,3.0,9,2.8809339963505316
OLS,100,20,1,0.5,3.0,10,1.9411741360213752
OLS,100,20,1,0.5,3.0,11,5.027917114592999
OLS,100,20,1,0.5,3.0,12,3.7941341393365797
OLS,100,20,1,0.5,3.0,13,1.335479408845572
OLS,100,20,1,0.5,3.0,14,2.052755658812252
OLS,100,20,1,0.5,3.0,15,1.9390705269141015
OLS,100,20,1,0.5,3.0,16,1.4360357224573044
OLS,100,20,1,0.5,3.0,17,3.4563044330640778
OLS,100,20,1,0.5,3.0,18,5.312271939021761
OLS,100,20,1,0.5,3.0,19,3.711110516875155
LAD,100,20,1,0.5,3.0,0,18.8942065773723
LAD,100,20,1,0.5,3.0,1,19.655284978189385
LAD,100,20,1,0.5,3.0,2,13.128934270861834
LAD,100,20,1,0.5,3.0,3,12.484239656395305
LAD,100,20,1,0.5,3.0,4,28.254116101400474
LAD,100,20,1,0.5,3.0,5,12.945244139450084
LAD,100,20,1,0.5,3.0,6,30.914599249284738
LAD,100,20,1,0.5,3.0,7,11.99425192892528
LAD,100,20,1,0.5,3.0,8,12.098464229484884
LAD,100,20,1,0.5,3.0,9,12.41645403724742
LAD,100,20,1,0.5,3.0,10,8.388455729608138
LAD,100,20,1,0.5,3.0,11,15.53874849815246
LAD,100,20,1,0.5,3.0,12,19.094564247730606
LAD,100,20,1,0.5,3.0,13,15.043551339572748
LAD,100,20,1,0.5,3.0,14,13.736861789655604
LAD,100,20,1,0.5,3.0,15,18.707535281913877
LAD,100,20,1,0.5,3.0,16,10.239763529039026
LAD,100,20,1,0.5,3.0,17,15.60162850831012
LAD,100,20,1,0.5,3.0,18,22.18679016655673
LAD,100,20,1,0.5,3.0,19,17.563217410434973
Huber,100,20,1,0.5,3.0,0,0.07819476280329422
Huber,100,20,1,0.5,3.0,1,0.271829461230264
Huber,100,20,1,0.5,3.0,2,0.0009551973246108295
Huber,100,20,1,0.5,3.0,3,0.017294012430042336
Huber,100,20,1,0.5,3.0,4,0.145265800215029
Huber,100,20,1,0.5,3.0,5,0.35390132330967605
Huber,100,20,1,0.5,3.0,6,0.012414647067458167
Huber,100,20,1,0.5,3.0,7,0.015523785813408991
Huber,100,20,1,0.5,3.0,8,0.12351493492900359
Huber,100,20,1,0.5,3.0,9,1.168064755798291
Huber,100,20,1,0.5,3.0,10,0.09477678577525814
Huber,100,20,1,0.5,3.0,11,0.05727033817927082
Huber,100,20,1,0.5,3.0,12,0.07394282940178944
Huber,100,20,1,0.5,3.0,13,0.10349136941647459
Huber,100,20,1,0.5,3.0,14,1.1469753630154502
Huber,100,20,1,0.5,3.0,15,0.022847094066838637
Huber,100,20,1,0.5,3.0,16,0.0036150552300150043
Huber,100,20,1,0.5,3.0,17,0.12503235917148037
Huber,100,20,1,0.5,3.0,18,0.001091085256531069
Huber,100,20,1,0.5,3.0,19,0.11750798146090934
OLS,100,20,1,0.5,5.0,0,0.9147711417839757
OLS,100,20,1,0.5,5.0,1,1.1002587805924506
OLS,100,20,1,0.5,5.0,2,1.7731649387745603
OLS,100,20,1,0.5,5.0,3,1.5256196329011882
OLS,100,20,1,0.5,5.0,4,0.9857675193245551
OLS,100,20,1,0.5,5.0,5,1.1614891477509584
OLS,100,20,1,0.5,5.0,6,2.379298860249714
OLS,100,20,1,0.5,5.0,7,0.6335309400773588
OLS,100,20,1,0.5,5.0,8,0.553440091579696
OLS,100,20,1,0.5,5.0,9,1.2977584208125736
OLS,100,20,1,0.5,5.0,10,1.3291549425961058
OLS,100,20,1,0.5,5.0,11,7.1990053971204775
OLS,100,20,1,0.5,5.0,12,1.8453346763269298
OLS,100,20,1,0.5,5.0,13,3.0114384779959873
OLS,100,20,1,0.5,5.0,14,1.620761025302443
OLS,100,20,1,0.5,5.0,15,0.4929053740791728
OLS,100,20,1,0.5,5.0,16,1.019738052363751
OLS,100,20,1,0.5,5.0,17,2.6785630342874205
OLS,100,20,1,0.5,5.0,18,1.8698778477382416
OLS,100,20,1,0.5,5.0,19,0.939476084226457
LAD,100,20,1,0.5,5.0,0,18.370579017002537
LAD,100,20,1,0.5,5.0,1,17.519486993457544
LAD,100,20,1,0.5,5.0,2,39.86316526397054
LAD,100,20,1,0.5,5.0,3,17.227652572598224
LAD,100,20,1,0.5,5.0,4,27.595787146183913
LAD,100,20,1,0.5,5.0,5,21.218874819040522
LAD,100,20,1,0.5,5.0,6,50.58571229624798
LAD,100,20,1,0.5,5.0,7,11.774446070640364
LAD,100,20,1,0.5,5.0,8,21.865112396617448
LAD,100,20,1,0.5,5.0,9,21.844346738344246
LAD,100,20,1,0.5,5.0,10,21.042189733253892
LAD,100,20,1,0.5,5.0,11,19.302893382802868
LAD,100,20,1,0.5,5.0,12,22.019134672154728
LAD,100,20,1,0.5,5.0,13,26.144943787742253
LAD,100,20,1,0.5,5.0,14,18.442768805450452
LAD,100,20,1,0.5,5.0,15,21.88153125931424
LAD,100,20,1,0.5,5.0,16,19.359107060489162
LAD,100,20,1,0.5,5.0,17,28.831104048305356
LAD,100,20,1,0.5,5.0,18,15.123293597322604
LAD,100,20,1,0.5,5.0,19,14.596808027288615
Huber,100,20,1,0.5,5.0,0,0.05591687847785036
Huber,100,20,1,0.5,5.0,1,0.41637853982695
Huber,100,20,1,0.5,5.0,2,0.00018948729961776773
Huber,100,20,1,0.5,5.0,3,0.044997061230359986
Huber,100,20,1,0.5,5.0,4,0.09612518820818042
Huber,100,20,1,0.5,5.0,5,0.09458470086416781
Huber,100,20,1,0.5,5.0,6,0.0003779802238760417
Huber,100,20,1,0.5,5.0,7,0.12732514678785128
Huber,100,20,1,0.5,5.0,8,0.002208748877013208
Huber,100,20,1,0.5,5.0,9,0.01792239294536966
Huber,100,20,1,0.5,5.0,10,0.01720818980720702
Huber,100,20,1,0.5,5.0,11,0.08274959548466718
Huber,100,20,1,0.5,5.0,12,0.03918818682255202
Huber,100,20,1,0.5,5.0,13,0.000220732899695055
Huber,100,20,1,0.5,5.0,14,0.04886035275037587
Huber,100,20,1,0.5,5.0,15,0.1642391726543698
Huber,100,20,1,0.5,5.0,16,0.04073360872457358
Huber,100,20,1,0.5,5.0,17,0.057832710988436
Huber,100,20,1,0.5,5.0,18,0.0832575152493482
Huber,100,20,1,0.5,5.0,19,0.12948921872162666
OLS,100,20,5,0.5,1.0,0,5.764374210127138
OLS,100,20,5,0.5,1.0,1,11.995540877338343
OLS,100,20,5,0.5,1.0,2,8.910519788564676
OLS,100,20,5,0.5,1.0,3,10.270536662716792
OLS,100,20,5,0.5,1.0,4,15.206057018418509
OLS,100,20,5,0.5,1.0,5,5.991388410432242
OLS,100,20,5,0.5,1.0,6,6.187763652477781
OLS,100,20,5,0.5,1.0,7,5.299029886222033
OLS,100,20,5,0.5,1.0,8,3.623817970125544
OLS,100,20,5,0.5,1.0,9,14.187975639780156
OLS,100,20,5,0.5,1.0,10,7.354965011211277
OLS,100,20,5,0.5,1.0,11,5.28857606546904
OLS,100,20,5,0.5,1.0,12,4.739278180004656
OLS,100,20,5,0.5,1.0,13,4.806024955262145
OLS,100,20,5,0.5,1.0,14,9.859793624994872
OLS,100,20,5,0.5,1.0,15,7.723855200904185
OLS,100,20,5,0.5,1.0,16,2.090997383925691
OLS,100,20,5,0.5,1.0,17,12.316164096383336
OLS,100,20,5,0.5,1.0,18,29.672807289401973
OLS,100,20,5,0.5,1.0,19,5.1130986869763175
LAD,100,20,5,0.5,1.0,0,14.876523111744019
LAD,100,20,5,0.5,1.0,1,27.495962894682442
LAD,100,20,5,0.5,1.0,2,16.494478782018213
LAD,100,20,5,0.5,1.0,3,14.615467228176
LAD,100,20,5,0.5,1.0,4,20.691023104725396
LAD,100,20,5,0.5,1.0,5,16.96006766813553
LAD,100,20,5,0.5,1.0,6,15.076650152253054
LAD,100,20,5,0.5,1.0,7,14.242801574400296
LAD,100,20,5,0.5,1.0,8,22.66367514272498
LAD,100,20,5,0.5,1.0,9,13.357401290923336
LAD,100,20,5,0.5,1.0,10,28.27092293177722
LAD,100,20,5,0.5,1.0,11,16.70697428104796
LAD,100,20,5,0.5,1.0,12,15.344589320548891
LAD,100,20,5,0.5,1.0,13,21.50085462527454
LAD,100,20,5,0.5,1.0,14,22.41854506538229
LAD,100,20,5,0.5,1.0,15,22.214268572497183
LAD,100,20,5,0.5,1.0,16,14.25640669952018
LAD,100,20,5,0.5,1.0,17,22.501547301970202
LAD,100,20,5,0.5,1.0,18,26.25237120302167
LAD,100,20,5,0.5,1.0,19,20.964519569824553
Huber,100,20,5,0.5,1.0,0,2.3382583962321566
Huber,100,20,5,0.5,1.0,1,6.709196700467444
Huber,100,20,5,0.5,1.0,2,3.814739235141448
Huber,100,20,5,0.5,1.0,3,9.557447176401817
Huber,100,20,5,0.5,1.0,4,3.5730521126726535
Huber,100,20,5,0.5,1.0,5,25.485722044175503
Huber,100,20,5,0.5,1.0,6,7.8621002062696075
Huber,100,20,5,0.5,1.0,7,9.642149836822924
Huber,100,20,5,0.5,1.0,8,10.126536072316181
Huber,100,20,5,0.5,1.0,9,7.462855297421508
Huber,100,20,5,0.5,1.0,10,4.775545367082142
Huber,100,20,5,0.5,1.0,11,2.738675277727693
Huber,100,20,5,0.5,1.0,12,7.444386280420343
Huber,100,20,5,0.5,1.0,13,3.0699624883022096
Huber,100,20,5,0.5,1.0,14,10.535408592634862
Huber,100,20,5,0.5,1.0,15,7.789826510429667
Huber,100,20,5,0.5,1.0,16,8.215346160336546
Huber,100,20,5,0.5,1.0,17,7.354709066420833
Huber,100,20,5,0.5,1.0,18,5.593496873118369
Huber,100,20,5,0.5,1.0,19,4.520428281894738
OLS,100,20,5,0.5,3.0,0,5.838610428747132
OLS,100,20,5,0.5,3.0,1,2.2114219492588436
OLS,100,20,5,0.5,3.0,2,2.176397242968548
OLS,100,20,5,0.5,3.0,3,2.147039996176048
OLS,100,20,5,0.5,3.0,4,3.550527650523265
OLS,100,20,5,0.5,3.0,5,1.620413811478257
OLS,100,20,5,0.5,3.0,6,0.6598325413656873
OLS,100,20,5,0.5,3.0,7,1.2761196537465056
OLS,100,20,5,0.5,3.0,8,9.503601199989392
OLS,100,20,5,0.5,3.0,9,1.8683369267826757
OLS,100,20,5,0.5,3.0,10,2.171313727680616
OLS,100,20,5,0.5,3.0,11,2.921439596520679
OLS,100,20,5,0.5,3.0,12,1.5694047757449059
OLS,100,20,5,0.5,3.0,13,4.17587276801484
OLS,100,20,5,0.5,3.0,14,1.8210975763058879
OLS,100,20,5,0.5,3.0,15,2.223791488496459
OLS,100,20,5,0.5,3.0,16,2.6534368377357715
OLS,100,20,5,0.5,3.0,17,2.078785153434881
OLS,100,20,5,0.5,3.0,18,2.94151636192976
OLS,100,20,5,0.5,3.0,19,4.52985803160531
LAD,100,20,5,0.5,3.0,0,20.28774707991251
LAD,100,20,5,0.5,3.0,1,13.071896864263984
LAD,100,20,5,0.5,3.0,2,22.168895648570924
LAD,100,20,5,0.5,3.0,3,24.70237935589526
LAD,100,20,5,0.5,3.0,4,19.324001185398856
LAD,100,20,5,0.5,3.0,5,13.901266487867986
LAD,100,20,5,0.5,3.0,6,23.593612754101088
LAD,100,20,5,0.5,3.0,7,17.0933716627846
LAD,100,20,5,0.5,3.0,8,25.259140322644317
LAD,100,20,5,0.5,3.0,9,23.46908317870966
LAD,100,20,5,0.5,3.0,10,22.75889102636479
LAD,100,20,5,0.5,3.0,11,14.108998100809893
LAD,100,20,5,0.5,3.0,12,20.766645722259614
LAD,100,20,5,0.5,3.0,13,17.916241952233307
LAD,100,20,5,0.5,3.0,14,22.097462796289584
LAD,100,20,5,0.5,3.0,15,26.087307966073695
LAD,100,20,5,0.5,3.0,16,18.17625716869785
LAD,100,20,5,0.5,3.0,17,11.46908068864415
LAD,100,20,5,0.5,3.0,18,30.003081909917434
LAD,100,20,5,0.5,3.0,19,26.1543823359038
Huber,100,20,5,0.5,3.0,0,1.3504947243528946
Huber,100,20,5,0.5,3.0,1,1.691429612346481
Huber,100,20,5,0.5,3.0,2,3.2505351599420798
Huber,100,20,5,0.5,3.0,3,2.3094624711646974
Huber,100,20,5,0.5,3.0,4,1.1887189810136571
Huber,100,20,5,0.5,3.0,5,1.2918778626725536
Huber,100,20,5,0.5,3.0,6,2.7925461609340765
Huber,100,20,5,0.5,3.0,7,2.873239814303166
Huber,100,20,5,0.5,3.0,8,1.944916654132502
Huber,100,20,5,0.5,3.0,9,0.9523495253990184
Huber,100,20,5,0.5,3.0,10,2.410841774326889
Huber,100,20,5,0.5,3.0,11,1.234230811011426
Huber,100,20,5,0.5,3.0,12,1.6184642044839324
Huber,100,20,5,0.5,3.0,13,1.496433313850708
Huber,100,20,5,0.5,3.0,14,0.9298764634788861
Huber,100,20,5,0.5,3.0,15,3.4946660612352622
Huber,100,20,5,0.5,3.0,16,1.818939571019137
Huber,100,20,5,0.5,3.0,17,0.9944212535951233
Huber,100,20,5,0.5,3.0,18,4.622718976265527
Huber,100,20,5,0.5,3.0,19,4.036370988821629
OLS,100,20,5,0.5,5.0,0,2.587406097900239
OLS,100,20,5,0.5,5.0,1,0.9778995084977208
OLS,100,20,5,0.5,5.0,2,2.393664494698197
OLS,100,20,5,0.5,5.0,3,1.7407847451521146
OLS,100,20,5,0.5,5.0,4,0.5759461185566828
OLS,100,20,5,0.5,5.0,5,1.3498077180146655
OLS,100,20,5,0.5,5.0,6,1.0408245838012655
OLS,100,20,5,0.5,5.0,7,1.4745630792386653
OLS,100,20,5,0.5,5.0,8,0.6776137435686499
OLS,100,20,5,0.5,5.0,9,1.2211119782697952
OLS,100,20,5,0.5,5.0,10,0.47895097049372914
OLS,100,20,5,0.5,5.0,11,1.6406621109255253
OLS,100,20,5,0.5,5.0,12,1.510716634464036
OLS,100,20,5,0.5,5.0,13,1.6975970157959408
OLS,100,20,5,0.5,5.0,14,2.911673561337158
OLS,100,20,5,0.5,5.0,15,4.895966765470463
OLS,100,20,5,0.5,5.0,16,2.685101997038087
OLS,100,20,5,0.5,5.0,17,1.9186841687660723
OLS,100,20,5,0.5,5.0,18,2.742826110156758
OLS,100,20,5,0.5,5.0,19,1.594999249921306
LAD,100,20,5,0.5,5.0,0,25.021242481768343
LAD,100,20,5,0.5,5.0,1,32.40179456544194
LAD,100,20,5,0.5,5.0,2,25.56689364475174
LAD,100,20,5,0.5,5.0,3,23.051883445651214
LAD,100,20,5,0.5,5.0,4,24.24258108701678
LAD,100,20,5,0.5,5.0,5,19.07786536352429
LAD,100,20,5,0.5,5.0,6,21.47702494958441
LAD,100,20,5,0.5,5.0,7,16.443037668581166
LAD,100,20,5,0.5,5.0,8,18.168336125923283
LAD,100,20,5,0.5,5.0,9,26.04362609858604
LAD,100,20,5,0.5,5.0,10,22.96854123913856
LAD,100,20,5,0.5,5.0,11,20.46880226337972
LAD,100,20,5,0.5,5.0,12,16.62179801666955
LAD,100,20,5,0.5,5.0,13,27.426381844360535
LAD,100,20,5,0.5,5.0,14,29.963876370224146
LAD,100,20,5,0.5,5.0,15,21.417792047203196
LAD,100,20,5,0.5,5.0,16,23.933820975265004
LAD,100,20,5,0.5,5.0,17,17.89466142595448
LAD,100,20,5,0.5,5.0,18,17.956719210286675
LAD,100,20,5,0.5,5.0,19,9.991228007093095
Huber,100,20,5,0.5,5.0,0,1.1401580276994228
Huber,100,20,5,0.5,5.0,1,0.8976067890951422
Huber,100,20,5,0.5,5.0,2,1.6759724861799947
Huber,100,20,5,0.5,5.0,3,3.022439578629312
Huber,100,20,5,0.5,5.0,4,3.1347404017755283
Huber,100,20,5,0.5,5.0,5,1.5807935209893833
Huber,100,20,5,0.5,5.0,6,2.156892581577426
Huber,100,20,5,0.5,5.0,7,1.4044355746949266
Huber,100,20,5,0.5,5.0,8,4.4513048039070355
Huber,100,20,5,0.5,5.0,9,1.8106523436202961
Huber,100,20,5,0.5,5.0,10,1.1364996795862312
Huber,100,20,5,0.5,5.0,11,3.113268320747377
Huber,100,20,5,0.5,5.0,12,1.6060507847979846
Huber,100,20,5,0.5,5.0,13,0.4655405971321645
Huber,100,20,5,0.5,5.0,14,2.2023591152284907
Huber,100,20,5,0.5,5.0,15,2.427348756254953
Huber,100,20,5,0.5,5.0,16,3.2749351340099557
Huber,100,20,5,0.5,5.0,17,0.7514198925284924
Huber,100,20,5,0.5,5.0,18,1.7545563710935224
Huber,100,20,5,0.5,5.0,19,0.47016335895032696
OLS,100,20,10,0.5,1.0,0,3.3313982361472574
OLS,100,20,10,0.5,1.0,1,9.013320842673556
OLS,100,20,10,0.5,1.0,2,5.380584251514277
OLS,100,20,10,0.5,1.0,3,6.408579869689492
OLS,100,20,10,0.5,1.0,4,18.887524082563182
OLS,100,20,10,0.5,1.0,5,4.221004291316854
OLS,100,20,10,0.5,1.0,6,10.62114721109146
OLS,100,20,10,0.5,1.0,7,7.7527322521885855
OLS,100,20,10,0.5,1.0,8,14.84730365196677
OLS,100,20,10,0.5,1.0,9,6.643614132579636
OLS,100,20,10,0.5,1.0,10,14.185761501323247
OLS,100,20,10,0.5,1.0,11,8.882553624956602
OLS,100,20,10,0.5,1.0,12,9.369471221875918
OLS,100,20,10,0.5,1.0,13,18.32995533887612
OLS,100,20,10,0.5,1.0,14,4.744343159615037
OLS,100,20,10,0.5,1.0,15,8.680636432228663
OLS,100,20,10,0.5,1.0,16,8.85943674588594
OLS,100,20,10,0.5,1.0,17,4.371432079557237
OLS,100,20,10,0.5,1.0,18,1.925254227519931
OLS,100,20,10,0.5,1.0,19,6.904409143944889
LAD,100,20,10,0.5,1.0,0,24.979247805235342
LAD,100,20,10,0.5,1.0,1,9.473154514782088
LAD,100,20,10,0.5,1.0,2,25.284492952747698
LAD,100,20,10,0.5,1.0,3,18.15850956389695
LAD,100,20,10,0.5,1.0,4,10.734670509875288
LAD,100,20,10,0.5,1.0,5,10.07534524224781
LAD,100,20,10,0.5,1.0,6,24.11047111294424
LAD,100,20,10,0.5,1.0,7,23.35759326974906
LAD,100,20,10,0.5,1.0,8,19.268440402956582
LAD,100,20,10,0.5,1.0,9,15.402533629819743
LAD,100,20,10,0.5,1.0,10,18.344624437484995
LAD,100,20,10,0.5,1.0,11,12.897482194472824
LAD,100,20,10,0.5,1.0,12,19.92552033255021
LAD,100,20,10,0.5,1.0,13,22.0684131747467
LAD,100,20,10,0.5,1.0,14,21.051513628304622
LAD,100,20,10,0.5,1.0,15,22.745474050776185
LAD,100,20,10,0.5,1.0,16,26.3566150936419
LAD,100,20,10,0.5,1.0,17,17.870329222099578
LAD,100,20,10,0.5,1.0,18,27.13222792876933
LAD,100,20,10,0.5,1.0,19,28.57432948915899
Huber,100,20,10,0.5,1.0,0,9.546267831325697
Huber,100,20,10,0.5,1.0,1,5.733116892802742
Huber,100,20,10,0.5,1.0,2,13.743345530824627
Huber,100,20,10,0.5,1.0,3,1.3782336266675184
Huber,100,20,10,0.5,1.0,4,19.682125579209213
Huber,100,20,10,0.5,1.0,5,10.562069634688703
Huber,100,20,10,0.5,1.0,6,4.308045887063711
Huber,100,20,10,0.5,1.0,7,5.4168777021482155
Huber,100,20,10,0.5,1.0,8,9.587605991012436
Huber,100,20,10,0.5,1.0,9,7.570662338484512
Huber,100,20,10,0.5,1.0,10,3.6534243979206398
Huber,100,20,10,0.5,1.0,11,15.296940506931312
Huber,100,20,10,0.5,1.0,12,11.820622470418812
Huber,100,20,10,0.5,1.0,13,6.6132132096747185
Huber,100,20,10,0.5,1.0,14,8.719483965021295
Huber,100,20,10,0.5,1.0,15,8.752126764911369
Huber,100,20,10,0.5,1.0,16,13.757226594768898
Huber,100,20,10,0.5,1.0,17,4.862527850965546
Huber,100,20,10,0.5,1.0,18,5.060589716908482
Huber,100,20,10,0.5,1.0,19,5.5816477277163115
OLS,100,20,10,0.5,3.0,0,3.265669882431827
OLS,100,20,10,0.5,3.0,1,4.933791571867942
OLS,100,20,10,0.5,3.0,2,1.0995450845717127
OLS,100,20,10,0.5,3.0,3,3.5255259642683416
OLS,100,20,10,0.5,3.0,4,1.5565183831224234
OLS,100,20,10,0.5,3.0,5,1.1353427903806135
OLS,100,20,10,0.5,3.0,6,2.8204684363925066
OLS,100,20,10,0.5,3.0,7,2.2333598543280577
OLS,100,20,10,0.5,3.0,8,1.8154905127270546
OLS,100,20,10,0.5,3.0,9,1.7057817115016904
OLS,100,20,10,0.5,3.0,10,2.6101164784576745
OLS,100,20,10,0.5,3.0,11,2.6534641807397574
OLS,100,20,10,0.5,3.0,12,7.310693668376809
OLS,100,20,10,0.5,3.0,13,5.364020729469974
OLS,100,20,10,0.5,3.0,14,1.1303005370715622
OLS,100,20,10,0.5,3.0,15,1.6338296897331726
OLS,100,20,10,0.5,3.0,16,1.6260793574645527
OLS,100,20,10,0.5,3.0,17,4.116136181032482
OLS,100,20,10,0.5,3.0,18,3.8632390216961707
OLS,100,20,10,0.5,3.0,19,4.430970283876059
LAD,100,20,10,0.5,3.0,0,23.460390710192907
LAD,100,20,10,0.5,3.0,1,23.462332996602044
LAD,100,20,10,0.5,3.0,2,22.753557256673556
LAD,100,20,10,0.5,3.0,3,21.723685048191854
LAD,100,20,10,0.5,3.0,4,27.72032469333243
LAD,100,20,10,0.5,3.0,5,25.084840045681368
LAD,100,20,10,0.5,3.0,6,15.599284665160893
LAD,100,20,10,0.5,3.0,7,18.365232813857926
LAD,100,20,10,0.5,3.0,8,15.32659684649995
LAD,100,20,10,0.5,3.0,9,14.169387134231068
LAD,100,20,10,0.5,3.0,10,17.406947290708228
LAD,100,20,10,0.5,3.0,11,26.07497790701866
LAD,100,20,10,0.5,3.0,12,23.479183366629112
LAD,100,20,10,0.5,3.0,13,13.388329857961843
LAD,100,20,10,0.5,3.0,14,21.982622871869935
LAD,100,20,10,0.5,3.0,15,15.63837592481948
LAD,100,20,10,0.5,3.0,16,14.32463147040756
LAD,100,20,10,0.5,3.0,17,26.89266087389961
LAD,100,20,10,0.5,3.0,18,18.784461636569116
LAD,100,20,10,0.5,3.0,19,25.26091809714159
Huber,100,20,10,0.5,3.0,0,1.6425079277640247
Huber,100,20,10,0.5,3.0,1,2.3089387427163577
Huber,100,20,10,0.5,3.0,2,3.0882891440108082
Huber,100,20,10,0.5,3.0,3,3.7130084381090707
Huber,100,20,10,0.5,3.0,4,3.9842800855601794
Huber,100,20,10,0.5,3.0,5,10.324675206541656
Huber,100,20,10,0.5,3.0,6,4.173758925234508
Huber,100,20,10,0.5,3.0,7,2.095195769330404
